% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=889365, Tue Mar 19 00:52:11 2024, <python>{}</python>
1 7 1.2207134299589926 0 0 1.66307006490073 1.1715146503718907 1.128804816601179
2 14 1.2493086908436453 0 0 1.7098820205150087 1.2047194817740048 1.0561031925501527
3 21 1.1747374898633391 0 0 1.4712943502456608 1.1132465141805112 1.0218995594389484
4 28 1.3265024033911414 0 0 1.6017919132934963 1.507704805632882 0.9683320638599644
5 35 1.9473017350327853 0 0 2.0955859960130474 2.4667979977750236 1.581580745778838
6 42 3.13517996624736 0 0 3.2822993936462326 4.009441506184675 2.6604675768514374
7 49 4.1511930205257705 0 0 4.21363666106791 5.664457541859998 3.0036326816365264
8 56 6.643929016380097 0 0 7.161617108763083 8.970430363112092 5.203718339669729
9 63 9.2968169318825 0 0 9.966866070072887 12.532324024968899 7.249400974718662
10 70 13.909208691799492 0 0 17.298661848406613 19.998123933252156 10.167651455869866
11 77 20.02319394307646 0 0 24.98459120060243 28.660432442028977 14.378548013241868
12 84 29.62926028179182 0 0 39.281358274991675 44.3595234228713 21.840342016531864
13 91 49.93778817383311 0 0 59.38009175070389 77.91413871295572 37.61698299522925
14 98 74.5675789989319 0 0 85.14956853203392 122.92558449089763 53.57927349527778
15 105 79.9178768360334 0 0 89.14381851763987 115.25601854021521 55.59405510213562
16 112 102.64871396191661 0 0 132.67480165926045 176.24911731908912 64.34386789398351
17 119 193.83375939498364 0 0 248.3541284605041 383.47314500736235 125.45695215912306
18 126 262.5978111585276 0 0 329.34438563708477 478.6560463040653 169.35245555532705
19 133 387.0439323593685 0 0 499.90455129030266 766.1394529570894 255.96645468566481
20 140 410.68323359759444 0 0 541.2204668521792 743.4873911975511 250.9923590515166
21 147 414.88024703658687 0 0 568.55180596943 722.9180455694717 233.60971665781898
22 154 463.36528204542645 0 0 651.0230988793849 730.6077322277205 278.52102272960246
23 161 545.9992004018725 0 0 922.5190229719607 1000.8236849965834 330.0100242355496
